abstract 简报,title 标题,keywords 关键词,read_count 阅读量,share_count 分享数量,ban_comment 可评论,publish_time 推送时间,share_url url 链接,user_info_name 用户名,user_id 用户 id,description 用户描述,user_verified 官方账号,time 抓取时间,category 频道
小米电视双11“大满贯”统治级表现，已经提前锁定2019年中国第一桂冠。海外方面，小米电视同样强势。据IDC数据监测：小米电视在印度市场，连续6个季度蝉联第一大智能电视品牌，市场份额等于三星+LG+索尼三大品牌总和。此外，小米电视在印度尼西亚的双12促销，斩获销量第一的好成绩。,小米电视国内外齐爆发：引领印度/印尼快速进入智能电视时代,,14,0,0,2019-12-13 13:14:07,http://m.toutiao.com/group/6769787786682696199/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:53,news_tech
数码新资讯？互联新事件？手机快测评？二十年专业老司机，等你上车，点击右上角关注泡泡网即可小爱音响的口碑和销量不用多说了，绝对处于行业第一梯队，而近日，关于小爱音响旗下的新品：小爱触屏音响 Pro 被曝光了，包装盒与外观全都呈现了。,小米新品爆料：超大屏幕、Hi-Fi芯片，售价或为599元,,148,0,0,2019-12-13 13:51:21,http://m.toutiao.com/a6769797380339401227/?app=news_article&is_hit_share_recommend=0,泡泡网,3657894252,关注泡泡网，畅享科技生活。,True,2019-12-13 14:41:53,news_tech
2019年底时分，5G手机几乎霸占了整个新机市场，我们纵观已经发布的和即将发布的几款新手机，几乎都存在着5G版本机型。这其实并不难理解，5G网络在当下已经比较成熟，5G套餐也适时的进行了跟进，再加上整个市场环境慢慢的向5G转变，现在更换5G确实是值得我们认真考虑的问题了。,5G靠谱之选荣耀V30 Pro,,3,0,0,2019-12-13 11:32:16,http://m.toutiao.com/a6769761538870870542/?app=news_article&is_hit_share_recommend=0,PChome电脑之家,3702166013,实时更新最精彩的全行业资讯、消费电子产品评测及热点事件报道,True,2019-12-13 14:41:53,news_tech
本报讯 维信诺科技有限公司位于河北省固安县的国内首条第六代全柔AMOLED生产线，于近日实现柔性AMOLED屏幕单品KK级交付，这是我国OLED产业凭借自主知识产权、前瞻设计布局产线，实现量产突破的新里程碑。柔性AMOLED屏幕KK级交付是指单款产品实现百万数量级供货量。,维信诺固安G6全柔AMOLED生产线实现单品KK级交付,,3,0,0,2019-12-13 13:44:39,http://m.toutiao.com/group/6769795655004062212/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:53,news_tech
上月底的时候，realme曾官宣将推出首款5G手机――realme X50 5G，支持NSA/SA双模组网，并且没有4G版本。,双模5G+双打孔屏 realme X50将于下月发布,,27,0,0,2019-12-13 11:54:08,http://m.toutiao.com/group/6769767172211212808/?app=news_article&is_hit_share_recommend=0,天极网,3526525206,悟空问答签约机构  科技前沿第一站,True,2019-12-13 14:41:53,news_tech
按照华为手机更新迭代的规律，华为下一部旗舰机应当是华为P40系列。而近日，有关华为P40的爆料信息层出不穷。在推特上，有博主爆料了华为P40 Pro的外观渲染图，同时华为P40 Pro的配置也不再神秘。据爆料信息显示，华为P40 Pro将拥有一块6.,华为P40Pro不再神秘，石墨烯电池＋麒麟990，无缘鸿蒙OS,,797,0,0,2019-12-13 11:46:59,http://m.toutiao.com/a6769765332157465099/?app=news_article&is_hit_share_recommend=0,九机网,3346723364,九机（原三九手机网）主营手机、电脑、数码,False,2019-12-13 14:41:53,news_tech
本文为「金十数据」原创文章，未经许可，禁止转载，违者必究。据媒体12月12日最新报道，澳大利亚竞争和消费者委员会（ACCC）宣布了一则消息，将制定一套自愿性行为准则，以规范Facebook和谷歌等公司与当地媒体企业之间的议价能力问题。,靠广告一年赚2297亿美元？如今，澳大利亚宣布将对美企加强监管,,2917,3,0,2019-12-12 17:03:53,http://m.toutiao.com/a6769475910987940365/?app=news_article&is_hit_share_recommend=0,金十数据,5543660331,金十数据，为交易而生！,True,2019-12-13 14:41:53,news_tech
"来源：经济日报-中国经济网车联网发展至今,人们对汽车的需求,已从单纯的出行工具转变为提供车载服务的平台。不过,传统车辆迭代周期普遍较长,智能化进程难以满足用户实际需求。",建立人车互联生态 高德地图开放ALink车载连接协议,,2518,7,0,2019-12-13 11:04:00,http://m.toutiao.com/group/6769754253561954827/?app=news_article&article_category=automobile&is_hit_share_recommend=0,中国经济网,50502346296,中国经济网，传递有价值的信息,True,2019-12-13 14:41:53,news_tech
近日，IDC中国最新发布的《IDC全球增强与虚拟现实支出指南》显示，至2020年，全球AR/VR(增强与虚拟现实)市场相关支出规模将达到188亿美元，较2019年同比增长约78.5%。从地理维度来看，中国市场的AR/VR技术相关投资将于2020年达到57.,IDC：2020年中国市场AR/VR技术占比超过全球市场份额的30%,,17,0,0,2019-12-13 13:32:33,http://m.toutiao.com/group/6769792535859560967/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:53,news_tech
12月11日，中国信通院发布最新国内手机出货量数据。今年11月，国内手机市场总体出货量达3484.2万部，同比下降1.5%，跌幅有所收窄。自今年5月以来，国内手机出货量已连续6个月同比下滑，分析认为11月同比跌幅收窄或与5G手机大量出货有关。,图说：11月手机出货量出炉！5G手机出货超500万部,,165,0,0,2019-12-13 04:41:56,http://m.toutiao.com/group/6769655796897677832/?app=news_article&is_hit_share_recommend=0,东方财富网,3581015608,中国财经资讯门户，24小时财经资讯更新,True,2019-12-13 14:41:53,news_tech
【TechWeb】随着华为nova6系列和荣耀V30系列的正式亮相，整个华为手机家族在2019年的亮相就基本告一段落了，接下来应该不会再有热门机型与大家见面，而外界的目光，也开始转向了明年的开年旗舰上。不出意外的话，该机将被命名为华为P40。,疑似华为P40 Pro渲染图曝光：前置极点双摄+后置徕卡五摄,,72,0,0,2019-12-13 09:52:08,http://m.toutiao.com/a6769735734275342862/?app=news_article&is_hit_share_recommend=0,TechWeb,3323966416,提供权威新鲜的IT业界新闻，是新媒体、新技术、新商业互动平台。,True,2019-12-13 14:41:53,news_tech
2019年12月13日 精选资讯如下：　　【互联网新鲜事】　　工信部公示网络安全抽查：爱奇艺、顺丰、科大讯飞等存在违规　　近日，工业和信息化部网络安全管理局公布了2019年“双随机一公开”检查结果公示。,科大讯飞等37家公司存在网络安全违规；海尔智家或在港交所上市,,499,1,0,2019-12-13 11:07:57,http://m.toutiao.com/a6769755272635220491/?app=news_article&is_hit_share_recommend=0,艾媒网,59672551416,为您提供有价值、有深度的最新科技文章,True,2019-12-13 14:41:53,news_tech
光线传媒与阿里签署协议！包括开设天猫旗舰店，销售公司电影,光线传媒与阿里签署协议！包括开设天猫旗舰店，销售公司电影,,8,0,0,2019-12-13 11:02:10,https://m.toutiaoimg.com/a6769471996121055755/?app=news_article&is_hit_share_recommend=0,策空,55877521528,浙江电视台经济生活频道《茅莹今日秀》栏目组头条号。,True,2019-12-13 14:41:53,news_tech
每个人对家庭生活都有着自己的想象，但在所有想像中都少不了一家人欢聚玩乐的画面。那么，家庭娱乐玩什么?从收音机到黑白电视机，再到智能电视、家用投影仪等，人们通过这些设备获取外界资讯、收看影视剧集，在娱乐之中聚合起全家人，从点滴时光汇聚属于所有家庭成员的美好记忆。,家庭使用场景多元化 智能屏聚合儿童教育模式,,95,2,0,2019-12-12 22:05:04,http://m.toutiao.com/group/6769553526344385037/?app=news_article&is_hit_share_recommend=0,环球网,5954781019,环球资讯 全球动态 让你的头条更精彩,True,2019-12-13 14:41:53,news_tech
车栗子 发自 凹非寺量子位 报道 | 公众号 QbitAI谁说Kaggle比赛都那么穷？穷不穷，还要看做的是什么任务。比如，有左右两段视频，你能分辨哪个是修过的么：动图结尾公布了答案，右是原始视频，左是Deepfake之后。,悬赏百万美金，检测Deepfake假视频，数据集470G：快去参加挑战赛,,25,0,0,2019-12-13 13:51:52,http://m.toutiao.com/a6769797514582295051/?app=news_article&is_hit_share_recommend=0,量子位,53624121633,00'51' 01 追踪AI技术和产品新动态，这里更快一步,True,2019-12-13 14:41:53,news_tech
新京报讯（记者 陆一夫）对于阿里联合创始人蔡崇信退出公司董事会一事，12月13日，小鹏汽车方面向新京报记者表示，该工商信息变更属于正常的集团董事调整，阿里巴巴仍是小鹏汽车的董事会成员和重要股东。,小鹏汽车回应董事会调整：阿里仍然是公司董事会成员,,21,0,0,2019-12-13 11:44:17,http://m.toutiao.com/group/6769764635739423239/?app=news_article&article_category=automobile&is_hit_share_recommend=0,新京报,5540918998,慧眼看中国，我们愿做你的4D眼镜。独家调查、深度报道，在这里，新京报能让你得到不一样的满足。,True,2019-12-13 14:41:53,news_tech
天眼查数据显示，11月21日，闪送的运营主体北京同城必应科技有限公司近日已申请注册09-科学仪器、35-广告销售和39运输贮藏三类的“闪送闪购”商标。,闪送注册“闪送闪购”商标 此前已有意积极布局电商领域,,31,0,0,2019-12-13 10:16:01,http://m.toutiao.com/group/6769741890775417352/?app=news_article&is_hit_share_recommend=0,金融界,3815887397,一站式互联网投资理财平台。,True,2019-12-13 14:41:53,news_tech
12月12日，深圳市比克动力电池有限公司(下简称“比克电池”)与开沃新能源汽车集团有限公司(下简称“开沃汽车”)在南京举行战略合作签约仪式，双方建立长期战略合作关系，携手拓展新能源汽车业务。,比克电池与开沃新能源汽车签署战略合作框架协议,,10,0,0,2019-12-12 15:05:01,http://m.toutiao.com/group/6769445279272796685/?app=news_article&article_category=automobile&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:53,news_tech
12月13日消息，华为在过去五年里取得了长足进步，2015年，该公司智能手机出货量超过1.04亿部，市场份额5.5%，在全球排名第三。,华为和三星差距缩小，世界第一手机厂商的目标将实现,,470,0,0,2019-12-13 11:08:55,http://m.toutiao.com/a6769755521919484430/?app=news_article&is_hit_share_recommend=0,爱搞机,3512151958,据说99%搞机发烧友都关注的头条号,True,2019-12-13 14:41:53,news_tech
随着互联网与公益事业的日益结合，使得公益能在非常短的时间内迅速组织起行之有效的活动，大大提高了公益的时效性。边锋网络作为一家国内领先的游戏开发商、运营商和发行商，在公益上融入互联网思维，通过实际行动彰显公司的社会责任。,助力救灾救援，边锋网络体现“公益速度”,,2,0,0,2019-12-13 10:37:02,http://m.toutiao.com/a6769747304636219916/?app=news_article&is_hit_share_recommend=0,杭州边锋网络,77989167220,十九年发展历史游戏产品超过400款休闲游戏的领导者,False,2019-12-13 14:41:53,news_tech
我主要谈三个方面：一是数字货币的机遇，供需两侧都支撑着数字货币时代随着数字经济的发展终将来临。二是数字货币的挑战，包括自身挑战和外部挑战。三是对数字货币未来发展四点不成熟的意见。数字货币的机遇数字货币最大的机遇来源于数字经济的发展，数字货币是数字经济时代发展的必然产物。,张丽平：数字货币的机遇以及自身和外部的挑战,,506,11,0,2019-12-12 13:25:36,http://m.toutiao.com/group/6769419657817358851/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:56,news_tech
王会聪 【环球时报综合报道】据美国彭博社11日报道，针对美国电商巨头亚马逊公司日前起诉五角大楼将一项价值100亿美元的云计算服务合同给了微软、并要求五角大楼暂停该项目，美国防长埃斯珀11日表示，如果被迫推迟实施该项目，美军将面临“落后于中国”的风险。,亚马逊和美五角大楼100亿美元合同之争，居然扯上了中国,,2885,4,0,2019-12-13 07:54:27,http://m.toutiao.com/group/6769705408954106375/?app=news_article&is_hit_share_recommend=0,环球网,5954781019,环球资讯 全球动态 让你的头条更精彩,True,2019-12-13 14:41:56,news_tech
投资界消息，学堂在线宣布完成过亿元人民币的B轮融资，本轮融资由慕华资本领投，高榕资本、红点中国等老股东跟投。清华控股副总裁、学堂在线董事长范新透露，此次融资资金将用于加强人工智能+教育等相关技术研究、优质课程的引进开发以及在线教育发展新模式的探索。,慕课平台学堂在线获过亿元B轮融资，慕华资本领投，高榕资本、红点中国等跟投,,7,0,0,2019-12-13 10:19:23,http://m.toutiao.com/group/6769742757784191501/?app=news_article&is_hit_share_recommend=0,投资界,5857262808,投资界―中国股权投资行业专业门户网站。,True,2019-12-13 14:41:56,news_tech
12月12日，荣耀V30 PRO正式开售，随后官方公布了荣耀V30 PRO的首销战报。荣耀V30 PRO获得了全平台3000-5000元价位段5G手机销量冠军。,荣耀V30 PRO首销：获全平台3000-5000元价位段5G手机销量冠军,,52,0,0,2019-12-12 17:36:23,http://m.toutiao.com/a6769484286941725197/?app=news_article&is_hit_share_recommend=0,泡泡网,3657894252,关注泡泡网，畅享科技生活。,True,2019-12-13 14:41:56,news_tech
全面屏手机时代的到来，让手机厂商看到了销量增长的契机，于是纷纷给出自家全面屏解决方案，并推出旗下全面屏机型。于是，我们便看到了各式各样的全面屏手机，包括刘海、水滴、挖孔、升降摄像头、滑盖等等。,升降式全面屏为什么会被手机厂商抛弃？看完你就懂了,,2337,6,0,2019-12-13 09:54:24,http://m.toutiao.com/a6769736319456248324/?app=news_article&is_hit_share_recommend=0,钨丝科技,6511184226,数码科技博主，欢迎来撩,True,2019-12-13 14:41:56,news_tech
12月12日，小米公司印度区负责人蛮牛（Manu Kumar Jain）在自己的推特上发布了小米电视在印度市场的成绩。在印度，小米电视的市场份额大约是33%左右，三星以14%的数值位列第二，之后紧跟着的是占比13%的LG和占比10%的索尼。,小米再次卫冕印度销量冠军 加速拓展海外市场,,20,0,0,2019-12-12 19:01:25,http://m.toutiao.com/a6769506200087167491/?app=news_article&is_hit_share_recommend=0,泡泡网,3657894252,关注泡泡网，畅享科技生活。,True,2019-12-13 14:41:56,news_tech
[PConline海选导购]要说我们现在最离不开的数码产品是什么？那肯定要数手机啦！聊天通讯要用它，追剧玩游戏要用它，学习升华还能用它！现在选购手机产品，除了需要有高颜值外，手机的性能表现也不能拖后腿。,天生靓丽还拥有出色性能：这几款新机了解下,,9,0,0,2019-12-13 00:21:31,http://m.toutiao.com/group/6769588686557282830/?app=news_article&is_hit_share_recommend=0,太平洋电脑网,3389144301,"太平洋电脑网于1999年正式推出,致力为国内IT企业与终端用户提供全面、权威、专业的IT资讯服务。",True,2019-12-13 14:41:56,news_tech
今天是12月12日农历十一月十七明明没什么购物欲望（也没什么余额）但还是赶在双十二结束前冲动剁手下面是今天的其他大新闻# 币圈大佬何一、孙宇晨微博账号已被封杀（IT之家） 据报道，波场创始人@孙宇晨 和币安联合创始人何一@何一Miss 的微博账号疑似被关闭，相关页面显示该账号因被,孙宇晨微博帐号被封，马蜂窝被曝大规模裁员，微软下月停止支持 Win 7，春运车票今开售，这就是今天的其他大新闻,,12421,19,0,2019-12-13 01:46:50,http://m.toutiao.com/group/6769610673241457159/?app=news_article&is_hit_share_recommend=0,差评,4358436566,这些东西，大佬们肯定不想让你知道...,True,2019-12-13 14:41:56,news_tech
OPPO于2018年6月推出了旗舰手机Find X，这款手机搭载了高通骁龙845移动平台，采用了一块6.4英寸的2.5D曲面全景屏，屏占比达到了93.8%，并且采用双潜望式摄像头结构，将全部摄像头都隐藏了起来。这款手机的总体设计令人印象深刻，下一代Find X2也十分令人期待。,OPPO Find X2将于2020年Q1发布 搭载高通骁龙865,,130,0,0,2019-12-12 16:18:29,http://m.toutiao.com/a6769464211044041220/?app=news_article&is_hit_share_recommend=0,手机中国,2961585772,专业、有态度的手机门户！,True,2019-12-13 14:41:56,news_tech
毫无前兆，智慧屏在2019年爆火。从“不做传统电视”，到“大屏产品”，再到“智慧屏”，华为为“智慧屏”这一概念攒足了人气，并在9月19日正式发布65寸“智慧屏”。智慧屏与传统电视有何不同？华为IoT产品线总裁支浩强调了四点：AI交互、跨屏体验、IoT控制、影音娱乐。,百度定义新物种：智能屏，不是智慧屏,,4487,32,0,2019-12-13 04:23:10,http://m.toutiao.com/group/6769650959120335368/?app=news_article&is_hit_share_recommend=0,雷锋网,6101038992,雷锋网，读懂智能&未来。,True,2019-12-13 14:41:56,news_tech
作者: Jim McDonald翻译 & 校对: 闵敏 & 阿剑来源：以太坊爱好者权益证明对于所有区块链来说，核心竞争力都是保证自身安全性的能力。,以太坊2.0 的验证者有效余额是什么,,46,0,0,2019-12-13 01:01:23,http://m.toutiao.com/group/6769598960819503627/?app=news_article&is_hit_share_recommend=0,巴比特,3410443345,巴比特资讯：嗖嗖嗖，一个为你速递区块链硬核新闻的官号。,True,2019-12-13 14:41:56,news_tech
来源:经济日报全国首个量子计算产业联盟本源量子计算产业联盟OQIA，12日在安徽合肥高新区揭牌。,量子计算产业联盟揭牌,,28,0,0,2019-12-13 08:27:52,http://m.toutiao.com/group/6769714018039890439/?app=news_article&is_hit_share_recommend=0,新华网客户端,4377795668,引领品质阅读，让新闻离你更近！,True,2019-12-13 14:41:56,news_tech
今天是2019年12月13日，离全年结束还有19天。1937年12月13日，中国抗日战争期间，日军对南京军民展开长达六周的大屠杀，史称“南京大屠杀”，超过30万人被杀害。2014年2月27日中国全国人大常委会经表决将12月13日确定为南京大屠杀死难者国家公祭日。,「PW早报」孙宇晨微博被关，波场回应：一切安好,,80,1,0,2019-12-13 09:50:40,http://m.toutiao.com/group/6769735357261939207/?app=news_article&is_hit_share_recommend=0,PingWest品玩,3190678396,有品好玩的科技，一切与你有关,True,2019-12-13 14:41:56,news_tech
带你提前探秘华为全联接大会现场,华为全联接大会就要来了！,华为,12246,72,0,2019-09-17 13:55:07,https://m.toutiaoimg.com/a6737513939535397383/?app=news_article&is_hit_share_recommend=0,华为,74089686926,华为是全球领先的ICT（信息与通信）基础设施和智能终端提供商。,True,2019-12-13 14:41:56,news_tech
尽管中国的共享单车创业热潮已经接近尾声，但不可否认的是如今的共享单车仍是大部分人出行的第一选择。也正因如此，共享单车在国内仍有着不小的市场。不过在日本，共享单车的发展就没这么顺利了，曾经的ofo、摩拜等共享单车品牌，都未能打开日本市场，原因究竟是什么呢？,共享单车为何在日本火不起来？原因在这儿,,52,0,0,2019-12-13 10:32:22,http://m.toutiao.com/group/6769746100917109255/?app=news_article&is_hit_share_recommend=0,中关村在线,3539965816,看科技资讯，上中关村在线。,True,2019-12-13 14:41:56,news_tech
OPPO A11开箱，还没开箱就亏200的手机，这波血亏！,OPPO A11开箱，还没开箱就亏200的手机，这波血亏！,,76,0,0,2019-12-12 18:44:46,https://m.toutiaoimg.com/a6769501906147475972/?app=news_article&is_hit_share_recommend=0,锋芒小栈,3542159732,锋芒小栈是一个有态度的产品导购团队。,True,2019-12-13 14:41:56,news_tech
"【环球时报-环球网报道】从智慧交通到智慧城市，从智能制造到网络强国，我们正迎来一个万物互联，万网互融的智能时代，越来越多的智能终端让网络地址成为稀缺资源。目前,IPv4框架下的网址资源已消耗殆尽。",中国航天科工用“双栈道”解决网络地址之荒,,678,5,0,2019-12-12 18:44:24,http://m.toutiao.com/group/6769501811943408139/?app=news_article&is_hit_share_recommend=0,环球网,5954781019,环球资讯 全球动态 让你的头条更精彩,True,2019-12-13 14:41:56,news_tech
商家讲究一个诚信经营，但是，市民曾先生最近遭遇了一次消费陷阱，商家把一部在他购买之前就已经开封过的手机卖给了他，这是怎么回事？投诉人 曾先生：双十一那天，我在苏宁易购买了一个红米Note8手机。,“双十一”购机发现9月就已激活 苏宁易购被指卖“二手机”,,4089,14,0,2019-12-13 08:38:50,http://m.toutiao.com/a6769716844644270605/?app=news_article&is_hit_share_recommend=0,江西晨报,3374843465,《江西晨报》江西中产第一报，为您提供最有价值的新闻。,True,2019-12-13 14:41:56,news_tech
上月，特斯拉在发布电动皮卡Cybertruck时，分享了与F-150猛禽拔河的视频，虽然最终取胜但被福特质疑用的是后驱版本，并不公平。马斯克欣然答应重赛后，福特方面却打起了退堂鼓。没想到，就连竞彩机构也掺和进来，然而下注结果显示，怀疑Cybertruck的人更多。,福特猛禽尴尬：跟特斯拉Model X拔河也输了,,238,1,0,2019-12-12 19:43:41,http://m.toutiao.com/group/6769517090903687692/?app=news_article&article_category=automobile&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:56,news_tech
极客网・极客观察（小刀）12月13日 在过去52周，特斯拉股票的最低价是176.99美元，目前股价352.70美元，市值达到635.7亿美元，总之，在过去一年里，特斯拉在股市的表现很不错。为什么增长迅速？主要有几个原因，比如利润增加、市场份额上升，中国业务前景光明。,上海版特斯拉汽车即将开售 中国电动汽车市场要变天,,23,0,0,2019-12-13 10:22:28,http://m.toutiao.com/group/6769743552927760910/?app=news_article&article_category=automobile&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:56,news_tech
近年来，以数据驱动的“软件定义”成为了融合应用的显著特征，更多的新产品、服务和模式创新随之诞生，并由此催生出了新的业态和经济增长点。作为先导产业的汽车行业，依靠蓬勃发展的车联网，其在工业技术软件化领域的应用发展更是呈现出加速前行的态势。,车联网加速汽车工业技术软件化,,35,0,0,2019-12-13 09:15:37,http://m.toutiao.com/group/6769726324652114446/?app=news_article&article_category=automobile&is_hit_share_recommend=0,中国青年报,50502346895,推动社会进步 服务青年成长,True,2019-12-13 14:41:59,news_tech
"2019世界创新者年会（World Innovators Meet 2019, 简称WIM2019），于2019年12月6日在北京・国贸大酒店正式拉开帷幕。本届大会由中国企业联合会指导，亿欧・EqualOcean、工业和信息化科技成果转化联盟联合主办，以“科创4.",2020年创业和投资领域，将会出现更多中国创新丨WIM2019,,5,0,0,2019-12-13 10:20:18,http://m.toutiao.com/group/6769742994275828238/?app=news_article&is_hit_share_recommend=0,亿欧网,3317459031,亿欧――科技与产业创新服务平台,True,2019-12-13 14:41:59,news_tech
移动互联网时代，信息获取已从最初的图文模式，向视频、音频为载体的富媒体化发展，新的信息形式正在拓宽人们信息获取的广度和宽度。构建了中国最大的以信息与知识为核心移动生态的百度，也正以知识视频化方式迎接信息分发新时代。,百度推动“知识视频化”：开放百亿流量扶持万名知识视频创作者,,26,0,0,2019-12-13 10:19:24,http://m.toutiao.com/a6769742760476934670/?app=news_article&is_hit_share_recommend=0,ZEALER,3898259625,Technology Stays True Here,True,2019-12-13 14:41:59,news_tech
大河报・大河客户端记者 刘广超 通讯员 谢晓龙“双十一”单日处理峰值突破842万件，今年前十个月全市快递服务企业业务量累计完成6692.5万件……12月13日，记者了解到，国家邮政局近日发布《关于“中国快递示范城市”评选结果的公示》，漯河市名列其中。,中国快递示范城市评选结果出炉，漯河成河南唯一上榜城市,,57,1,0,2019-12-13 12:45:09,http://m.toutiao.com/group/6769780318774755853/?app=news_article&is_hit_share_recommend=0,大河客户端,5932975647,大河报・大河客户端----河南省唯一省级新闻客户端,True,2019-12-13 14:41:59,news_tech
哇哦，同城打比的 QQ，终于更新。机哥多说一句哈，QQ 的更新，可比微信实在得多。有什么新功能，都在版本更新说明上写得明明白白。如图所示，这次 QQ 的版本更新到 8.2.0，也带来 3 个新功能。不多 BB，机哥马上带你瞅一眼，这次 QQ 更新些啥。,微信，求你上进点！自己的新功能，QQ做的比你还好用,,1071,0,0,2019-12-13 10:51:44,http://m.toutiao.com/a6769751095171351053/?app=news_article&is_hit_share_recommend=0,安卓中国,3341372477,中国最具影响力的IT科技垂直门户网站，知名中文泛科技媒体。,True,2019-12-13 14:41:59,news_tech
众所周知，中国不仅被世界称为“世界工厂”，同时也具有庞大的消费市场。近年来，不少海外企业前来投资建厂、开店，其中也包括不少美企。据媒体12月13日最新报道称，美国零售巨头Costco（好市多）表示，其在中国开设的新店业绩情况创下新高。,美国9271家商店倒闭！又一美企在华业绩创新高，亚马逊正重返中国,,172,0,0,2019-12-13 11:45:58,http://m.toutiao.com/a6769765064820916739/?app=news_article&is_hit_share_recommend=0,金十数据,5543660331,金十数据，为交易而生！,True,2019-12-13 14:41:59,news_tech
【猎云网北京】12月12日报道12月11日，2019年度CEO峰会暨猎云网创投颁奖盛典在北京望京凯悦酒店隆重举行，近百位知名资本大咖，独角兽创始人、创业风云人物及近千位投资人与创业者共聚“新势力・2019年度CEO峰会暨猎云网创投颁奖盛典”。,连界资本董事长王h：母基金+直投能起到资源放大的作用,,272,9,0,2019-12-12 14:03:00,http://m.toutiao.com/group/6769429297955340814/?app=news_article&is_hit_share_recommend=0,猎云网,3624705480,猎云网聚焦TMT领域创业创新报道，嫁接创业者与VC的桥梁。,True,2019-12-13 14:41:59,news_tech
对于NFC功能我们并不陌生，像笔者最早在13年的一些国产热门手机上，就见到了NFC芯片的踪影。所谓NFC其实就是一种短距高频的无线电技术，按照其规范标准规定，NFC的通信距离在10厘米以内，运行频率13.56MHz，传输速度最大也不过424Kbit/s。,手机全功能NFC使用的正确姿势！新一线城市亲测,,2210,2,0,2019-12-13 10:53:03,http://m.toutiao.com/group/6769751432879931912/?app=news_article&is_hit_share_recommend=0,驱动之家,5400826420,驱动之家为您提供第一手的科技新闻资讯、产品评测、驱动下载等服务,False,2019-12-13 14:41:59,news_tech
沙特阿美盘前竞价股价涨至38.7里亚尔/股，市值超2万亿美元。,沙特阿美市值超2万亿美元,,195,0,0,2019-12-12 14:34:08,http://m.toutiao.com/group/6769437320962638343/?app=news_article&is_hit_share_recommend=0,同花顺财经,3475422963,股票金融信息资讯专家 微信号：ths518,True,2019-12-13 14:41:59,news_tech
12月11日，中国汽车技术研究中心(以下称“中汽研”)公布了2019年11月国内车市上险数据。根据数据显示，2019年11月蔚来品牌整体上险数达2619台，在持续下滑的车市中继续保持着逆势上扬态势。,11月上险数据公布：蔚来ES6卫冕纯电动SUV销量冠军,,253,0,0,2019-12-13 11:00:27,http://m.toutiao.com/group/6769753341300834829/?app=news_article&article_category=automobile&is_hit_share_recommend=0,中国财富网,58536112692,中国财富网是中国财富传媒集团主办的网站。,True,2019-12-13 14:41:59,news_tech
